,TRADE_VOLUME,TRADE_VALUE,TRADE_COUNT,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE
335,403,14786.3,4,36.1,37.5,36.1,36.69
336,17176,636303.18,6,37.05,37.05,36.15,37.05
337,300,11400.0,1,38.0,38.0,38.0,38.0
338,4684,176736.63,6,37.0,38.0,37.0,37.73
339,1907,73849.0,5,37.0,39.0,37.0,38.73
340,1000,39000.0,5,39.0,39.0,39.0,39.0
341,2976,116064.0,9,39.0,39.0,39.0,39.0
342,1000,39929.0,5,39.92,39.93,39.92,39.93
343,726,27588.0,2,38.0,38.0,38.0,38.0
344,33615,1347804.54,28,39.97,40.97,39.97,40.1
345,1000,40880.0,4,40.88,40.88,40.88,40.88
346,273,11062.73,2,40.8,40.8,37.51,40.52
347,1035,42132.93,10,40.52,40.85,38.58,40.71
348,3903,158618.87,11,39.01,40.89,39.01,40.64
349,3465,141214.2,14,40.99,42.25,39.5,40.75
350,4170,174180.34,16,40.99,42.1,40.99,41.77
351,1000,42337.46,5,42.07,42.5,42.07,42.34
352,1111,45496.31,7,40.51,41.0,40.5,40.95
353,10800,452323.0,7,41.9,42.0,41.7,41.88
354,3550,150416.0,11,42.3,42.7,42.0,42.37
355,2312,99268.65,12,42.37,43.75,42.37,42.94
356,2500,108470.5,8,43.48,43.5,43.24,43.39
357,48140,2077169.1,31,43.0,43.7,43.0,43.15
358,6617,291087.11,9,43.73,44.3,43.73,43.99
359,2196,95252.8,6,42.25,43.5,42.25,43.38
360,2600,114859.0,6,44.1,44.5,43.51,44.18
361,24470,1078914.04,17,43.61,44.45,43.5,44.09
362,109475,4838765.2,20,44.2,44.21,44.0,44.2
363,643,28058.73,6,42.23,43.8,42.23,43.64
364,500,20098.7,2,41.41,41.41,40.0,40.2
365,852,36082.04,2,43.99,43.99,40.02,42.35
366,611,25149.8,3,41.1,44.0,41.1,41.16
367,92,3841.0,2,41.75,41.75,41.75,41.16
368,750,31362.5,2,41.75,42.0,41.75,41.82
369,697,29167.45,5,41.75,41.85,41.75,41.85
370,609,25025.29,5,41.03,41.2,41.03,41.09
371,530,21883.9,6,42.99,43.0,40.28,41.29
372,300,12061.5,3,40.27,40.27,40.01,40.21
373,1201,49901.11,7,42.0,42.0,40.11,41.55
374,3543,151790.55,6,43.5,43.9,42.55,42.84
375,44,1931.6,1,43.9,43.9,43.9,42.84
376,528,21177.52,4,40.11,40.11,40.1,40.11
377,401,16156.76,3,40.26,40.31,40.26,40.29
378,232,9560.72,1,41.21,41.21,41.21,40.29
379,204,8419.0,3,41.0,41.55,41.0,40.29
380,15726,648730.48,15,41.25,41.27,41.25,41.25
381,1024,41946.4,2,41.02,41.02,38.6,40.96
382,58,2262.0,1,39.0,39.0,39.0,40.96
383,1200,47700.0,2,39.75,39.75,39.75,39.75
384,9875,395052.0,9,40.26,40.26,40.0,40.01
385,92,3674.54,2,39.72,40.01,39.72,40.01
386,60,2382.6,1,39.71,39.71,39.71,40.01
387,154,5698.0,1,37.0,37.0,37.0,40.01
388,1500,58500.0,1,39.0,39.0,39.0,39.0
389,24,849.6,1,35.4,35.4,35.4,39.0
