,TRADE_VOLUME,TRADE_VALUE,TRADE_COUNT,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE
390,6145,280585.25,23,46.05,46.05,45.53,45.66
391,5710,257339.69,14,45.53,45.53,45.0,45.07
392,2100,92488.02,14,44.51,44.51,43.14,44.04
393,160129,7207358.05,42,44.0,45.96,44.0,45.01
394,5042,229709.75,14,44.75,46.0,44.21,45.56
395,236570,10645625.27,25,44.67,45.01,44.67,45.0
396,1618,73124.1,10,45.0,45.99,44.7,45.19
397,589617,26031534.36,56,45.1,45.13,43.95,44.15
398,79460,3496587.44,105,44.5,44.5,43.52,44.0
399,273817,12048536.74,49,44.0,44.02,44.0,44.0
400,463164,20378744.24,123,43.76,44.01,43.76,44.0
401,136162,5991174.6,15,44.0,44.02,44.0,44.0
402,4522,203814.6,16,45.93,45.99,43.78,45.07
403,191939,8634288.45,53,45.07,45.07,44.05,44.98
404,101940,4485374.5,22,44.0,44.01,44.0,44.0
405,84657,3725120.34,11,44.0,44.91,44.0,44.0
406,53235,2367412.85,8,44.0,44.9,44.0,44.47
407,11564,509454.35,13,44.11,44.5,44.0,44.06
408,23385,1053516.1,31,44.16,45.5,44.16,45.05
409,5907,271803.22,22,45.89,46.5,45.5,46.01
410,1096,49323.51,5,45.02,45.02,45.0,45.0
411,13692,616664.07,17,45.02,46.0,45.0,45.04
412,115071,5308186.85,30,45.2,46.5,45.2,46.13
413,225587,10509469.82,32,46.85,47.0,46.13,46.59
414,172044,8089056.92,109,47.0,47.97,47.0,47.02
415,2233,102846.79,7,46.02,47.02,46.02,46.06
416,623052,29596674.8,67,47.4,49.47,47.35,47.5
417,21455,1048269.05,24,48.07,48.98,48.07,48.86
418,17269,838857.6,25,48.95,49.1,48.0,48.58
419,22800,1145890.8,24,49.96,50.6,49.96,50.26
420,248984,12933254.94,126,50.97,52.0,50.97,51.94
421,21228,1080398.91,32,51.92,51.92,50.0,50.89
422,8006,383429.99,23,48.97,48.97,47.05,47.89
423,159307,7537953.17,54,47.4,47.51,47.0,47.32
424,14006,660742.2,26,48.0,48.0,46.01,47.18
425,45887,2116476.07,30,47.99,47.99,46.0,46.12
426,157475,7209430.37,99,45.52,46.99,42.0,45.78
427,16790,771343.5,23,45.99,46.0,44.58,45.94
428,25844,1180820.83,19,46.0,46.0,44.1,45.69
429,133740,6125604.02,64,45.0,46.0,45.0,45.8
430,49550,2277657.0,21,45.1,46.0,45.1,45.97
431,15599,714750.38,24,45.0,46.0,45.0,45.82
432,12526,575586.0,15,45.99,46.0,45.5,45.95
433,18946,856763.9,39,45.5,45.99,45.0,45.22
434,94035,4281618.95,52,45.0,46.0,45.0,45.53
435,92737,4466237.43,118,46.0,48.9,46.0,48.16
436,113008,5648722.24,139,49.44,50.8,48.0,49.99
437,211113,11084709.88,197,50.09,54.0,50.09,52.51
